condition,substrate,Group,treatment method ,treatment,treat No.,Cultivar,samples,fresh weight (A),dry weight(B),A-B,Vase_life,petals,petal size,L,a,b
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KW,2,KW,3,3.5,2.12,1.38,16,10,45.61,91.77,-0.49,2.97
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KW,2,KW,4,4.84,2.95,1.89,19,15,52.05,81.21,-0.42,1.81
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KW,2,KW,5,3.47,2.16,1.31,16,12,45.32,89.09,-0.88,3.15
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KW,2,KW,6,4.36,2.64,1.72,19,12,47.55,88.78,-0.29,2.23
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KW,3,KW,1,2.15,1.42,0.73,6,11,43.61,84.82,-0.84,2.66
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KW,3,KW,2,4.68,2.1,2.58,16,13,52.06,84.59,-0.42,1.43
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KW,3,KW,3,3.13,1.64,1.49,13,10,46.33,89.7,-0.6,2.64
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KW,3,KW,4,3.99,2.02,1.97,13,13,48.91,87.9,-0.82,4.09
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KW,3,KW,5,2.76,0.94,1.82,9,12,46.03,83.04,-0.82,1.8
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KW,3,KW,6,3.53,2.07,1.46,13,10,51.77,83.23,-0.39,1.52
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KW,4,KW,1,3.48,1.33,2.15,14,10,51.67,87.77,-0.66,3.04
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KW,4,KW,2,3.09,0.89,2.2,14,10,50.06,88.62,-0.4,2.39
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KW,4,KW,3,1.76,0.92,0.84,6,12,48.4,91.02,-0.61,2.61
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KW,4,KW,4,3.4,3.03,0.37,19,10,46.9,90.85,-0.88,3.63
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KW,4,KW,5,3.48,2.44,1.04,19,11,43.07,85.5,-0.72,2.67
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KW,4,KW,6,3.8,2.92,0.88,19,11,47.68,89.63,-1.26,4.1
