Cultivar,L_1,a_1,b_1,C_1,h_1,L_6,a_6,b_6,C_6,h_6,L_9,a_9,b_9,C_9,h_9,L_11,a_11,b_11,C_11,h_11,L_14,a_14,b_14,C_14,h_14,Vase_life
BP,70.63,11.57,-12.07,16.71974282,-0.806545603,54.38,19.05,-17.9,26.14024675,-0.754285067,78.67,2.67,-0.57,2.73016483,-0.210325874,83.13,3.32,-0.03,3.320135539,-0.009035899,47.58,21.27,-19.63,28.94390782,-0.745321833,12
BP,70.65,11.93,-12.25,17.09933917,-0.798631469,69.71,11.83,-11.69,16.63144612,-0.779445853,80.8,2.23,-0.04,2.230358716,-0.017935296,84.23,3.12,0.34,3.138470965,0.108546035,47.46,21.32,-19.71,29.03491863,-0.746178704,12
BP,82.5,3.43,-3.4,4.829585904,-0.781005805,71.02,10.21,-9.87,14.20073942,-0.76846751,62.6,13.9,-12.5,18.69384926,-0.732417487,46.49,24.81,-22,33.15925361,-0.725440207,69.7,13.19,-9.95,16.52206404,-0.646285268,14
BP,68.95,13.69,-13.82,19.45272474,-0.790123683,68.31,10.73,-10.2,14.80448918,-0.76008107,65.53,11.19,-9.97,14.9872279,-0.727805968,46.45,24.82,-22.01,33.17337034,-0.725465753,69.84,13.17,-9.92,16.48803506,-0.645563212,14
BP,67.78,14.81,-14.94,21.03662758,-0.789767883,68.12,10.8,-10.21,14.8621701,-0.757323676,64.88,12.07,-10.97,16.31029736,-0.737691333,46.42,24.78,-22.18,33.25659032,-0.730088364,69.93,13.36,-9.88,16.61637746,-0.63676072,14
BP,60.92,21.05,-20.51,29.38983838,-0.772405632,74.42,8.13,-8.59,11.82729893,-0.812903187,86.16,0.69,0.65,0.947945146,0.755556279,53.91,22.23,-20.07,29.94958764,-0.734378648,57.36,19.65,-19.9,27.9666319,-0.791719192,14
BP,60.65,21.43,-20.86,29.90626189,-0.771920616,76.69,7.08,-7.49,10.30662408,-0.813530753,87.18,0.53,0.83,0.98478424,1.002509478,52.21,22.52,-20.07,30.16546535,-0.72793625,57.45,19.59,-19.86,27.89601584,-0.792242163,14
BP,60.64,21.43,-20.85,29.89928762,-0.771680954,76.84,7.09,-7.48,10.30623598,-0.812159103,88.23,0.37,0.96,1.028834292,1.202924656,47.67,24.72,-21.56,32.80109754,-0.717223944,57.58,19.66,-19.77,27.88132888,-0.78818791,14
BP,55.8,18.72,-18.3,26.17877766,-0.774053431,50.19,26.59,-25.52,36.85510141,-0.764867562,50.63,23.92,-21.52,32.17571755,-0.732630293,83.61,3.85,1.14,4.015233493,0.287878565,51.18,21.57,-20.09,29.47665178,-0.749887413,15
BP,52.92,21.51,-20.85,29.95667872,-0.769818687,50.03,24.86,-24.13,34.64500686,-0.770498266,50.12,24.95,-22.4,33.53002386,-0.731595861,60.1,16.09,-11.91,20.01839654,-0.637206857,51.36,21.73,-20.09,29.59393519,-0.746202561,15
BP,52.61,22.43,-21.53,31.09092794,-0.764927866,51.56,24.8,-23.99,34.50449391,-0.768797926,50.47,26.05,-23.39,35.00992145,-0.731647399,55.79,18.43,-14.05,23.17471467,-0.651354576,51.21,21.67,-20.23,29.64526606,-0.751044143,15
BP,59.76,19.49,-18.56,26.91344831,-0.760961504,54.82,17.3,-16.3,23.76930794,-0.755645041,49.66,24.94,-22.66,33.69687226,-0.737535586,69.91,13.9,-13.25,19.20345021,-0.761461668,46.47,21.46,-20.72,29.83035367,-0.767856103,15
BP,57,22.47,-21.4,31.03,-0.761012754,56.56,17.09,-16.51,23.76232733,-0.768137973,48.57,25.49,-22.73,34.15249625,-0.728222886,68.07,14.54,-13.85,20.08068973,-0.761098615,46.19,21.61,-20.91,30.07025441,-0.768936809,15
BP,54.45,24.13,-22.55,33.02664682,-0.751563608,57.44,17.2,-16.49,23.82771705,-0.76432678,47.83,25.6,-22.71,34.22139828,-0.725647389,67.38,14.79,-14.09,20.42724162,-0.761164681,46.64,21.7,-21.12,30.28108981,-0.771853919,15
KW,86.67,-2.21,4.31,4.843573061,-1.096992096,89.81,-1,4.44,4.551219617,-1.349267522,88.92,-0.5,2.13,2.187898535,-1.340229083,88.37,-0.67,2.97,3.044634625,-1.348921122,86.95,-1.49,13.65,13.73108153,-1.462069295,11
KW,84.82,-2.29,4.55,5.093780521,-1.104514835,89.76,-1.05,4.45,4.572198596,-1.339079486,89.01,-0.5,2.11,2.168432614,-1.338121293,88.34,-0.78,3.14,3.235428874,-1.327316913,86.64,-1.44,13.71,13.78541621,-1.466147204,11
KW,83.35,-2.28,5,5.495307089,-1.142964015,89.63,-1.06,4.44,4.564778198,-1.336444256,88.61,-0.54,2.04,2.110260647,-1.312025435,89.3,-0.75,3.39,3.471973502,-1.353064588,86.54,-1.25,13.99,14.04573245,-1.481683428,11
KW,86.05,-3.1,6.15,6.88712567,-1.103901976,93.02,-1.05,4.99,5.099274458,-1.3634011,90.98,-1.24,4.28,4.456007181,-1.288797548,91.59,-0.87,3.11,3.229396228,-1.298026173,86.04,-1.49,6.49,6.658843743,-1.345123097,13
KW,88.03,-3.24,6.29,7.075429316,-1.095139181,91.88,-0.94,4.47,4.567767507,-1.363525605,91.28,-1.27,4.37,4.550802127,-1.28796908,91.62,-0.99,3.11,3.263770825,-1.262610832,86.95,-1.67,5.97,6.199177365,-1.298036164,13
KW,88.03,-3.3,6.38,7.182924196,-1.093450944,92.21,-1.02,4.58,4.692206304,-1.35166506,92.06,-1.32,4.59,4.776033919,-1.290771044,91.77,-1,3.12,3.276339421,-1.260628266,89.4,-1.94,6.37,6.65886627,-1.275168095,13
KW,84.06,-2.16,3.57,4.172589124,-1.026677707,88.77,-1.05,5.31,5.41281812,-1.375574677,88.91,-0.68,3.12,3.193242866,-1.356203445,77.05,0.05,2.23,2.230560468,1.548378558,88.26,-1.69,9.96,10.10236111,-1.402718447,12
KW,83.96,-2.64,5.44,6.046751194,-1.118982485,88.08,-1.03,4.82,4.928823389,-1.360269807,88.24,-0.8,3.71,3.795273376,-1.358414809,80.53,-0.21,1.83,1.842009772,-1.456541999,88.7,-1.75,9.92,10.07317725,-1.396181635,12
KW,82.48,-2.61,5.7,6.269138697,-1.141396564,89.63,-1.27,5.71,5.849529896,-1.351941955,87.05,-0.83,4.05,4.134174646,-1.36865697,81.11,-0.22,2.05,2.061771083,-1.463888419,87.97,-1.68,9.89,10.03167484,-1.402533926,12
KW,81.86,-1.49,2.48,2.89318164,-1.029784058,89.39,-0.83,5.8,5.85908696,-1.428657901,87.1,-0.97,4.2,4.310556809,-1.343823596,68.52,-0.37,12.88,12.88531335,-1.542077517,80.22,-1.67,7.81,7.986551196,-1.360140248,13
KW,85.41,-1.87,3.04,3.569103529,-1.019324898,87.64,-0.77,5.58,5.632876707,-1.43366951,85.46,-0.72,9.92,9.946094711,-1.498342731,71.16,-0.35,12.9,12.90474719,-1.543671198,80.14,-1.67,7.42,7.605609772,-1.349417747,13
KW,85.72,-1.92,3.1,3.646422905,-1.016266756,87.69,-0.69,5.56,5.602651158,-1.447326876,86.21,-0.86,9.85,9.887471871,-1.483707526,70.95,-0.48,13.14,13.1487642,-1.534282882,83.02,-1.34,6.26,6.401812243,-1.359921191,13
KW,84.02,-2.2,4.24,4.776777156,-1.092168565,81.85,-0.13,2.21,2.213820228,-1.512040504,85.94,-0.83,10.34,10.37325889,-1.490697276,90.94,-0.82,4.35,4.4266127,-1.384476964,83.14,-1.59,13.79,13.8813616,-1.456002295,10
KW,82.86,-1.9,4.01,4.437352814,-1.128314911,83.59,-0.18,2.33,2.336942447,-1.493696244,89.38,-0.75,3.16,3.24778386,-1.337766311,91.42,-0.81,4.35,4.424771181,-1.386697856,83.07,-1.58,13.77,13.86034992,-1.456553749,10
KW,82.95,-1.88,4.04,4.456007181,-1.135253765,84.23,-0.37,2.58,2.606395979,-1.428356679,89.61,-0.83,3.22,3.32525187,-1.318523847,91.49,-0.83,4.37,4.4481232,-1.383100639,82.85,-1.51,14.08,14.16073798,-1.463960346,10
KW,83.11,-1.93,3.86,4.315611197,-1.107148718,91.52,-1.28,6.42,6.546357766,-1.373999928,89.69,-0.81,3.2,3.300924113,-1.322878657,89.42,-1.4,5.77,5.937415263,-1.332761996,83.22,-1.69,9.24,9.393279513,-1.389895408,12
KW,83.09,-1.79,3.75,4.155309856,-1.125445922,90.62,-1.28,6.28,6.409118504,-1.369728813,91.99,-1.49,7.66,7.803569696,-1.378678426,89.79,-1.37,5.73,5.891502355,-1.336109602,82.87,-2.01,9.84,10.04319172,-1.369300028,12
KW,83.81,-2.03,3.87,4.370102974,-1.087703881,90.49,-1.45,6.31,6.474457506,-1.344923619,90.44,-1.24,6.06,6.185563838,-1.368961988,89.99,-1.41,5.77,5.939781141,-1.331125903,82.78,-1.58,9.94,10.06479011,-1.413161392,12
KW,82.12,-2.04,3.89,4.392459448,-1.087802863,91.84,-0.4,4.35,4.368352092,-1.479100171,90.99,-1.35,6.51,6.648503591,-1.366321239,91.19,-1.17,5.69,5.809044672,-1.367999064,88.92,-0.86,8.87,8.911593572,-1.474142404,10
KW,82.19,-2,3.88,4.365134591,-1.094854255,92.3,-0.42,4.6,4.619134118,-1.479744436,89.4,-1.64,9.4,9.541991406,-1.398066816,91.19,-1.11,5.67,5.777629272,-1.377474064,87.44,-0.84,8.53,8.571260117,-1.472636844,10
KW,82.07,-2.08,3.79,4.323251091,-1.068865155,92.26,-0.43,4.67,4.689754791,-1.478978139,89.51,-2.16,10.63,10.84723467,-1.370327191,91.26,-1.08,5.7,5.801413621,-1.383542407,88.47,-0.82,8.86,8.897864912,-1.478508439,10
KW,81.18,-2.77,5.93,6.545059205,-1.133799959,89.36,-2.07,7.75,8.021683115,-1.309792425,86.73,-2.26,10.09,10.34000484,-1.350449002,90.67,-0.91,3.58,3.693846234,-1.321878091,88.88,-2,6.62,6.91551878,-1.277400477,12
KW,79.68,-3.09,6.81,7.478248458,-1.144832844,90.69,-2.13,7.91,8.191764157,-1.307756258,90.83,-2.55,11.64,11.91604381,-1.355131195,90.81,-1.02,3.62,3.760957325,-1.296148952,89,-2.06,6.8,7.105181208,-1.276643394,12
KW,80.37,-3.37,7.66,8.368542286,-1.156333202,90.31,-2.13,7.78,8.066306466,-1.303565698,87.7,-2.6,9.42,9.772225949,-1.30149277,90.37,-0.92,3.54,3.657594838,-1.316534111,89.05,-2.18,6.99,7.322055722,-1.26848177,12
KW,67.57,-0.04,3.13,3.130255581,-1.55801747,88.81,-0.36,2.73,2.753633963,-1.439684678,87.6,-2.65,9.31,9.679803717,-1.293489998,89.76,-1.42,4.5,4.718728642,-1.265130176,90.06,-1.61,10.73,10.85011521,-1.421860807,11
KW,69.72,-0.38,3.36,3.38141982,-1.458179605,88.33,-0.26,2.57,2.583118271,-1.469972051,87.78,-2.61,9.33,9.688188685,-1.298026173,89.24,-1.3,4.24,4.434816794,-1.27329209,88.3,-1.76,11.25,11.38683889,-1.41560978,11
KW,70.3,-0.46,3.35,3.381434607,-1.434336274,87.72,-0.26,2.47,2.483646513,-1.465919388,83.07,-0.25,1.87,1.88663722,-1.437894532,89.32,-1.22,4.23,4.402419789,-1.290000573,86.18,-1.57,10.24,10.35965733,-1.418660722,11
KW,65.16,0.52,1.57,1.653874239,1.250957816,89.42,-0.59,3.21,3.263770825,-1.389024496,78.67,-0.24,2.68,2.690724809,-1.481482334,91.04,-1.79,7.3,7.516255717,-1.330335219,87.2,-1.16,12.73,12.78274227,-1.47992396,11
KW,66.97,0.24,1.59,1.608011194,1.42098387,89.22,-0.48,3.13,3.166591227,-1.41862719,90.99,-0.78,2.99,3.090064724,-1.315613936,91.76,-1.82,7.41,7.630235907,-1.329949872,86.24,-1.06,12.75,12.79398687,-1.487849824,11
KW,66.25,0.37,1.57,1.613009609,1.339350672,89.15,-0.6,3.09,3.147713456,-1.379008185,90.56,-1.25,4.79,4.950414124,-1.315528953,91.89,-1.79,7.46,7.671746868,-1.335302046,85.83,-1.11,12.77,12.81815119,-1.48409178,11
KW,63.67,-1.86,6.6,6.857083928,-1.296102421,87.15,-1.94,5.62,5.945418404,-1.238407876,91.2,-1.35,5.13,5.30465833,-1.313472612,92.07,-1.75,5.58,5.847982558,-1.266891363,88.3,-3.88,13.13,13.69128555,-1.283467115,11
KW,70.15,-2.79,6.84,7.387130701,-1.183502724,86.95,-1.83,5.32,5.625948809,-1.239490133,91.48,-1.26,5.22,5.3699162,-1.333947566,91.31,-1.9,5.41,5.733942797,-1.233051549,89.38,-3.83,13.23,13.77322765,-1.289006107,11
KW,70.91,-2.9,6.83,7.420168462,-1.169266765,83.58,-1.77,5.39,5.673182528,-1.253505052,82.65,-1.73,4.96,5.253046735,-1.235199577,92.33,-2.06,6.1,6.438447018,-1.24511652,89.52,-3.85,13.31,13.85563423,-1.289225142,11
KW,52.48,0.93,4.18,4.282207375,1.351874088,89.82,-2.17,7.47,7.778804535,-1.288082075,80.13,-1.39,4.42,4.63341127,-1.266108963,87.14,-1.45,11.31,11.40256989,-1.443286769,78.98,1.08,18,18.03237089,1.510868172,8
KW,55,0.38,3.09,3.113278015,1.448433361,89.99,-2.16,7.54,7.843290126,-1.291796143,81.53,-1.51,4.64,4.879518419,-1.256174621,87.56,-1.47,11.61,11.702692,-1.444851508,78.41,0.93,17.79,17.81429202,1.51856731,8
KW,56.35,0.25,4.09,4.097633463,1.509747587,90.18,-2.26,7.69,8.015216778,-1.284956108,86.95,-2.63,11.82,12.10905859,-1.35185866,87.5,-1.45,11.55,11.64066149,-1.445908567,78.75,1.02,17.96,17.98894105,1.514064396,8
KW,84.13,-2.73,5.11,5.793530875,-1.080128269,60.56,3.28,7.74,8.406307156,1.169965749,93.57,-1.4,4.91,5.105692901,-1.293034736,90.48,-1.56,4.8,5.047137803,-1.256564428,93.11,-1.81,6.73,6.969146289,-1.308068049,14
KW,81.87,-2.55,4.64,5.294534918,-1.068284105,64.32,0.19,4.31,4.314185902,1.526741324,93.09,-1.08,3.9,4.046776495,-1.300643127,90.83,-1.53,4.92,5.152407204,-1.269300829,93.25,-1.92,6.78,7.046616209,-1.294835845,14
KW,81.51,-2.54,4.63,5.280956353,-1.069031596,65.64,0.03,4.66,4.660096566,1.564358647,92.21,-1.62,6.61,6.805622675,-1.33045056,90.79,-1.54,4.77,5.012434538,-1.258509212,93.48,-1.8,6.96,7.188991584,-1.317720675,14
KW,82.1,-1.51,2.68,3.076117683,-1.057698526,84.28,-0.12,2.35,2.353061835,-1.519776811,88.58,-0.37,2.23,2.260486673,-1.406374922,92.42,-1.65,7.26,7.445139354,-1.347319726,88.7,-1.68,10.97,11.0978962,-1.418832071,10
KW,83.98,-1.71,2.87,3.340808285,-1.033456899,83.69,-0.03,2.18,2.180206412,-1.557035728,88.22,-0.29,2.34,2.357901609,-1.44749341,92.71,-1.69,7.43,7.6197769,-1.347145216,89.12,-1.71,10.47,10.60872283,-1.408901938,10
KW,84.72,-1.9,3.02,3.56796861,-1.009226135,85.83,-0.39,2.63,2.658759109,-1.423580173,88.14,-0.38,2.47,2.499059823,-1.418146998,92.66,-1.62,7.42,7.594787686,-1.355840589,90.29,-1.75,10.79,10.93099264,-1.41000918,10
KW,63.77,-0.19,2.81,2.816416162,-1.50328343,85.08,-0.5,3.52,3.555334021,-1.429694817,61.4,0.59,12.09,12.10438763,1.522034349,89.03,-1.94,6.06,6.362955288,-1.260973636,87.79,-1.26,12.43,12.49369841,-1.469773741,12
KW,63.14,-0.08,2.76,2.761159177,-1.541818933,85.59,-0.62,3.5,3.554490118,-1.395472237,67.16,-0.5,17.08,17.08731693,-1.54153068,89.4,-2.03,6.22,6.542881628,-1.255328918,88.25,-1.19,12.56,12.61624746,-1.476333085,12
KW,62.85,0,2.76,2.76,#DIV/0!,86.1,-0.68,3.51,3.575262228,-1.379434704,66.47,-0.59,19.46,19.46894193,-1.540487009,89.53,-2.02,6.27,6.587359107,-1.259127044,88.24,-1.19,12.64,12.69589304,-1.476927437,12
KW,85.13,-3.64,7.73,8.544150045,-1.130704569,92.29,-2.21,8.36,8.647178731,-1.312354242,87.13,-1.62,4.62,4.895794113,-1.233543138,90.19,-2.69,7.69,8.146913526,-1.234295289,83.4,-2.41,10.47,10.7437889,-1.344555592,12
KW,86.93,-3.82,7.81,8.69416471,-1.115893351,92.19,-2.22,8.36,8.64973988,-1.311236532,79.71,-0.78,3.08,3.177231499,-1.322764238,89.88,-2.63,7.58,8.023297327,-1.236827224,87.44,-2.91,11.31,11.67836461,-1.318964188,12
KW,87.64,-3.85,7.83,8.725330939,-1.113811869,92.04,-2.27,8.52,8.817216114,-1.310413105,80.76,-1.04,3.29,3.450463737,-1.264626546,89.86,-2.6,7.69,8.117641283,-1.244760641,88.89,-3.15,11.6,12.02008735,-1.305638768,12
KW,87.24,-2.78,5.36,6.038046042,-1.092334987,81.41,0.24,1.96,1.974639208,1.44895389,80.79,-0.13,2.09,2.094039159,-1.508675402,87.22,-1.32,5.85,5.997074287,-1.348871831,88.34,-2.71,11.63,11.94156606,-1.341863412,12
KW,88.44,-2.95,5.5,6.241193796,-1.078482737,81.82,0.14,2.09,2.094683747,1.503910602,70.17,0.88,1.32,1.586442561,0.982793723,87.63,-1.37,5.89,6.047230771,-1.34226223,87.54,-2.61,11.47,11.76320535,-1.347055963,12
KW,88.96,-3.12,5.62,6.427970131,-1.064000028,81.33,0.16,2.01,2.016358103,1.491361832,69.36,1.03,1.48,1.803136157,0.962796389,87.74,-1.39,5.88,6.042060907,-1.338663204,87.54,-2.7,11.5,11.81270502,-1.340190391,12
KW,88,-1.83,2.13,2.808166662,-0.861011307,83.44,0.34,2.47,2.493290998,1.434004163,63.61,1.1,1.59,1.933416665,0.965578781,92.77,-1.38,7.08,7.213237831,-1.378294692,86.23,-1.85,14.07,14.19110285,-1.440060858,10
KW,88.28,-1.84,2.08,2.777048793,-0.846546326,82.04,0.22,2.84,2.848508382,1.493485933,63.16,1.31,1.57,2.044749373,0.875431877,91.13,-1.31,5.68,5.829107994,-1.344126063,80.19,-0.71,13.47,13.48869897,-1.518135335,10
KW,89.82,-2.02,2.5,3.214093963,-0.891196336,85.34,-0.05,2.81,2.810444805,-1.55300461,62.64,1.49,1.48,2.100119044,0.782031173,88.66,-1.11,5.26,5.37584412,-1.362821081,80.73,-0.74,13.39,13.41043251,-1.515587365,10
KW,78.2,-0.55,2.51,2.56955249,-1.355082206,86.47,0.31,9.77,9.774916879,1.539077184,87.25,-0.44,8.61,8.62123541,-1.519737375,84.25,0.28,12.46,12.46314567,1.548328198,91.11,-2.25,8.9,9.180005447,-1.323175662,11
KW,78.13,-0.37,2.44,2.467893839,-1.420303495,85.46,0.3,10.89,10.89413145,1.543255083,87.36,-0.71,6.31,6.349818895,-1.458747802,84.56,0.33,13.45,13.45404772,1.546265932,93.47,-2.33,10.82,11.06803054,-1.358693339,11
KW,78.29,-0.42,2.49,2.525173261,-1.403694527,85.05,0.24,11.48,11.48250844,1.549893448,86.91,-0.68,6.11,6.147723156,-1.459959476,84.96,0.27,13.34,13.3427321,1.55055921,93.45,-2.29,10.77,11.01076746,-1.361288784,11
KW,88.57,-1.98,2.37,3.088251933,-0.87481427,86.36,0.22,1.85,1.863035158,1.452433271,89.74,-0.57,2.53,2.593414737,-1.349199744,93.59,-1.28,5.75,5.890746981,-1.351759125,89.19,-2.36,11.63,11.86703417,-1.370591321,12
KW,88.72,-1.96,2.39,3.090906016,-0.883928642,85.52,0.27,2,2.018142711,1.436607599,88.98,-0.53,2.4,2.457824241,-1.353451299,93.63,-1.39,5.81,5.973960161,-1.335967538,89.18,-2.39,11.62,11.86324155,-1.367945374,12
KW,88.57,-2,2.19,2.965821977,-0.830713183,86.49,0.22,2.13,2.141331362,1.467874898,89.32,-0.53,2.43,2.487126856,-1.35605235,93.6,-1.43,5.86,6.031956565,-1.331446876,89.77,-2.33,11.63,11.8611045,-1.373070079,12
KW,81.29,-1.49,1.97,2.470020243,-0.923246657,88.46,0.02,1.61,1.610124219,1.558374605,86.38,-1.86,8.64,8.837940937,-1.358754677,89.78,-1.89,9.66,9.843154982,-1.377584843,81.25,0.02,12.64,12.64001582,1.56921405,11
KW,82.03,-1.69,1.92,2.557831112,-0.849024077,87.44,0.08,1.63,1.631962009,1.521755923,85.21,-1.87,8.92,9.113906956,-1.364147749,89.49,-1.83,9.52,9.694292135,-1.38088596,81.1,-0.03,12.6,12.60003571,-1.568415379,11
KW,83.27,-1.63,1.81,2.435775031,-0.837676068,87.5,0.03,1.73,1.730260096,1.553457024,85.38,-1.78,8.01,8.205394567,-1.352127381,89.66,-1.85,9.45,9.629382119,-1.377474064,80.89,-0.1,12.57,12.57039777,-1.562841045,11
KW,89.04,-2.75,3.88,4.755722868,-0.95421341,90.7,-0.52,3.88,3.914690281,-1.437569575,86.86,-0.86,3.18,3.294237393,-1.3066742,93.08,-1.45,5.86,6.036729247,-1.328228266,92.87,-2.15,7.82,8.110172625,-1.30248956,12
KW,90.44,-2.93,4.31,5.211621629,-0.973746604,92.21,-0.6,4.38,4.420904885,-1.434657366,86.86,-0.79,3.24,3.334921288,-1.33163578,92.25,-1.38,5.29,5.467037589,-1.315613936,92.05,-2.13,7.77,8.05666184,-1.303237943,12
KW,91.09,-3.06,4.65,5.566515966,-0.988772725,82.53,-0.66,4.55,4.597618949,-1.426746092,87.47,-0.86,3.38,3.487692647,-1.321645226,92.63,-1.42,5.53,5.709404522,-1.319445617,92.82,-2.17,7.82,8.11549752,-1.300113311,12
KW,89.95,-3.38,5.32,6.302919958,-1.004797214,88.18,-1.65,13.38,13.48135379,-1.448097417,81.65,0.71,16.67,16.68511313,1.528230571,90.86,-2.7,14.16,14.41511707,-1.382380117,84.66,-1.32,24.09,24.12613728,-1.516056547,12
KW,90,-3.36,5.37,6.334548129,-1.011695003,87.96,-1.63,13.2,13.3002594,-1.447933451,83.46,-0.13,14.36,14.36058843,-1.561743649,90.72,-2.75,14.24,14.50310656,-1.380026769,84.23,-1.28,24.36,24.39360572,-1.51829945,12
KW,90.07,-3.36,5.39,6.351511631,-1.013365235,87.88,-1.61,13.13,13.22834079,-1.448785444,83.61,-0.43,12,12.0077017,-1.534978319,90.79,-2.73,14.33,14.58772772,-1.382542755,83.19,-0.89,24.89,24.90590693,-1.535054222,12
KW,89.82,-2.53,3.64,4.432888449,-0.963396907,91.23,-0.31,3.58,3.593396722,-1.484419608,81.19,0.03,9.27,9.270048544,1.567560092,89.52,-0.48,6.33,6.348172966,-1.495111786,74.48,1.75,9.5,9.659839543,1.388628016,10
KW,89.5,-2.54,3.73,4.512704289,-0.97295999,91.51,-0.22,3.68,3.686570222,-1.511084786,82.55,-0.22,9.16,9.162641541,-1.546783476,89.48,-0.5,6.33,6.349716529,-1.49197105,76.18,2.32,10.98,11.22242398,1.362565819,10
KW,89.72,-2.59,3.8,4.59870634,-0.972540765,91.58,-0.38,3.9,3.918469089,-1.473667029,81.77,-0.12,10.09,10.09071355,-1.558903924,89.54,-0.36,6.39,6.400132811,-1.514517791,76.33,2.44,11.11,11.37478351,1.354606636,10
KW,89.15,-3.68,8.14,8.933196516,-1.146207,90.14,-0.52,3.96,3.993995493,-1.440230232,86.31,-1.66,4.94,5.211448935,-1.246618593,93.39,-1.35,4.94,5.121142451,-1.304030491,90.28,-1.4,3.93,4.171918024,-1.228578578,13
KW,89.56,-3.85,8.38,9.222087616,-1.140130446,90.2,-0.52,4.06,4.093165035,-1.443411038,87.41,-1.52,4.37,4.626802352,-1.236059489,92.32,-1.26,4.44,4.615322307,-1.29428238,84.75,-1.07,3.5,3.65990437,-1.274105348,13
KW,89.36,-3.93,8.62,9.473610716,-1.143033165,90.09,-0.63,4.1,4.148120056,-1.418330283,87.7,-1.44,4.15,4.392732635,-1.236807363,93.05,-1.34,4.77,4.954644286,-1.296932458,85.56,-1.22,4.2,4.373602634,-1.288099711,13
KW,89.72,-2.75,6.09,6.682110445,-1.146645916,89.34,0.16,1.7,1.707512811,1.476955114,88.01,-0.65,3.24,3.304557459,-1.372807295,90.24,-0.88,4.23,4.320567092,-1.36568417,85.63,-1.29,7.32,7.432798934,-1.396357937,12
KW,90.28,-2.95,6.1,6.775876327,-1.120349271,88.4,0.23,10.35,10.35255524,1.548577761,86.84,-0.61,3.08,3.139824836,-1.375274594,90.54,-0.79,3.75,3.832310008,-1.36316571,84.94,-1.39,7.65,7.775255623,-1.391057862,12
KW,90.29,-2.83,6.04,6.670119939,-1.132629453,88.26,0.17,1.28,1.291239714,1.438756565,86.52,-0.49,3.01,3.049622928,-1.409421216,91.94,-1.06,4.28,4.409308336,-1.32801788,85.02,-10.35,7.83,12.97811234,-0.647661972,12
KW,82.44,-2.97,5.78,6.498407497,-1.096137463,73.52,-1.69,14.96,15.05515526,-1.458305322,80.73,-2.13,10.23,10.44939233,-1.365518047,88.86,-1.21,5.89,6.013002578,-1.368182289,82.13,-1.04,8.82,8.881103535,-1.453424459,11
KW,83.3,-3.09,5.92,6.67791135,-1.089735876,76.21,-1.51,12.68,12.76959279,-1.452269338,81.98,-2.29,9.58,9.849898477,-1.336159575,80.61,-0.79,4.51,4.578667929,-1.397389309,82.76,-0.86,8.18,8.225083586,-1.466046663,11
KW,83.63,-3.15,6.04,6.81205549,-1.090078807,78.23,-0.95,9.35,9.398138113,-1.469539534,82.05,-2.26,9.19,9.463810015,-1.329661827,75.32,0.6,3.62,3.66938687,1.406543706,82.47,-0.74,8.04,8.073982908,-1.479015112,11
KW,70.51,0.04,1.29,1.290620006,1.539798507,87.64,-0.17,3.01,3.014796842,-1.514377859,54.05,1.68,5.33,5.588497115,1.265456297,91.87,-1.54,6.21,6.398101281,-1.327713037,90.86,-1.88,6.88,7.132236676,-1.304052394,13
KW,68.74,0.52,1.19,1.298653148,1.158826802,88.73,-0.15,3.18,3.18353577,-1.523661453,53.9,1.82,3.65,4.078590443,1.108245209,91.98,-1.54,6.37,6.55351051,-1.333589528,91.58,-1.98,7.5,7.756958167,-1.31268521,13
KW,66.15,0.9,1.15,1.460308187,0.906750164,88.53,-0.26,3.26,3.270351663,-1.491210184,55.13,1.98,3.32,3.865591805,1.033038755,91.92,-1.58,6.42,6.611565624,-1.329486026,92.01,-1.98,7.65,7.902082004,-1.317530561,13
KW,87.48,-3.38,5.64,6.575256649,-1.030898475,91.52,-1.85,6.91,7.153362846,-1.309203391,83.49,-2.01,6.32,6.631930337,-1.262874171,89.67,-2.5,9.9,10.21077862,-1.323442371,88.72,-3.34,11.69,12.15778352,-1.292496668,13
KW,87.24,-3.46,5.61,6.591183505,-1.018147408,92.06,-1.9,7.06,7.311196892,-1.30790319,83.2,-1.96,6.27,6.569208476,-1.267820648,87.72,-2.18,8.71,8.978669166,-1.325547539,88.69,-3.27,10.9,11.37993409,-1.279339532,13
KW,87.56,-3.43,5.69,6.643869355,-1.02831178,92.31,-1.86,7.13,7.368615881,-1.315613936,83.73,-1.97,6.24,6.543584645,-1.264994154,86.92,-2.03,8.5,8.73904457,-1.336364039,88.92,-3.33,10.9,11.39731986,-1.274297135,13
KW,79.15,-2.06,5.09,5.491056365,-1.186231805,87.05,0.16,2.04,2.04626489,1.492525186,76.05,0,1.82,1.82,#DIV/0!,92.17,-1.86,7.19,7.42668836,-1.317653247,89.65,-2.13,7.33,7.633203783,-1.287997868,15
KW,80.67,-2.23,5.05,5.52045288,-1.154963017,87.01,0.25,2.07,2.085041966,1.450605496,85.84,-0.17,1.91,1.917550521,-1.482025011,91.57,-1.74,6.43,6.661268648,-1.306519259,90.1,-2.16,7.34,7.651222125,-1.284597371,15
KW,80.5,-2.31,5.04,5.544159089,-1.141034048,87.09,0.21,2.04,2.050780339,1.468216474,79.54,0.39,0.78,0.872066511,1.107148718,91.35,-1.74,6.32,6.555150647,-1.302135933,90.25,-2.18,7.37,7.68565547,-1.283202923,15
